3454it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_ena	not defined	infernal	4.8e-26	17681	17517	164	0	0	0	0
612091bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_ena	NaN - rows are merged	tblastn	NaN - rows are merged	17690	17475	216	1	70	72	4615997
17770bat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_hok_sok_ena	NaN - rows are merged	blastn	NaN - rows are merged	17816	17664	153	1	153	153	4615997
1251iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_hok_sok_ena	not defined	infernal	5.3e-15	17816	17756	60	0	0	0	0
7439iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_hok_sok_tadb_r2	not defined	infernal	0.0006	928673	928477	196	0	0	0	0
2761it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_tadb_r2	not defined	infernal	5.2e-23	928699	928551	148	0	0	0	0
203020bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_tadb_r2	NaN - rows are merged	tblastn	NaN - rows are merged	928701	928549	153	1	51	51	4615997
2322it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_ena	not defined	infernal	1.3e-28	928716	928550	166	0	0	0	0
858321bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_hok_sok_ena	NaN - rows are merged	tblastn	NaN - rows are merged	928722	928519	204	1	66	72	4615997
2234iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_hok_sok_ena	not defined	infernal	3.7e-13	928871	928809	62	0	0	0	0
373142bat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_hok_sok_ena	NaN - rows are merged	blastn	NaN - rows are merged	928871	928809	63	1	63	63	4615997
4707it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_nt_ldr_rdl	not defined	infernal	0.00041	1258815	1258708	107	0	0	0	0
215882bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	1258815	1258711	105	1	35	35	4615997
1969it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	not defined	infernal	1.2e-23	1258815	1258711	104	0	0	0	0
4493iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	at_nt_ldr_rdl	not defined	infernal	2.1e-08	1258865	1258932	67	0	0	0	0
2506it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	not defined	infernal	3.8e-23	1259350	1259246	104	0	0	0	0
215883bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	1259350	1259246	105	1	35	35	4615997
4885it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_nt_ldr_rdl	not defined	infernal	0.00043	1259350	1259243	107	0	0	0	0
3906iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	at_nt_ldr_rdl	not defined	infernal	2.5e-09	1259401	1259468	67	0	0	0	0
1268it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	not defined	infernal	9e-24	1259886	1259782	104	0	0	0	0
215884bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	1259886	1259782	105	1	35	35	4615997
3835it	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	t_nt_ldr_rdl	not defined	infernal	4.2e-05	1259886	1259779	107	0	0	0	0
3032iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	at_nt_ldr_rdl	not defined	infernal	6.5e-10	1259936	1260003	67	0	0	0	0
371246bat	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	at_nt_hok_sok_ena	NaN - rows are merged	blastn	NaN - rows are merged	1314748	1314810	63	1	60	60	4615997
1695iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	at_nt_hok_sok_ena	not defined	infernal	2.3e-13	1314748	1314810	62	0	0	0	0
1008376bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_pro_hok_sok_ena	NaN - rows are merged	tblastn	NaN - rows are merged	1314897	1315100	204	2	58	58	4615997
2614it	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_pro_hok_sok_ena	not defined	infernal	2.8e-28	1314904	1315069	165	0	0	0	0
198510bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_pro_hok_sok_tadb_r2	NaN - rows are merged	tblastn	NaN - rows are merged	1314918	1315070	153	1	48	48	4615997
2610it	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_pro_hok_sok_tadb_r2	not defined	infernal	4.1e-23	1314920	1315068	148	0	0	0	0
