697iat	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	+	NZ_CP027539.1	at_nt_syme_symr	not defined	infernal	2.8e-16	392712	392788	76	0	0	0	0
12002bat	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	+	NZ_CP027539.1	at_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	392712	392788	77	1	77	77	5284831
1009005bt	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	-	NZ_CP027539.1	t_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	392717	392390	328	1	328	328	5284831
891it	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	-	NZ_CP027539.1	t_nt_syme_symr	not defined	infernal	1.4e-106	392717	392395	322	0	0	0	0
433962bt	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	-	NZ_CP027539.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	392729	392385	345	1	91	91	5284831
2872it	Serratia_marcescens_strain_AR_0099_chromosome_complete_genome	genome	-	NZ_CP027539.1	t_pro_syme_symr	not defined	infernal	1.5e-17	392739	392506	233	0	0	0	0
2873it	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	-	NZ_CP028949.1	t_pro_syme_symr	not defined	infernal	1.5e-17	1868749	1868516	233	0	0	0	0
12001bat	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	+	NZ_CP028949.1	at_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	1868722	1868798	77	1	77	77	5140918
698iat	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	+	NZ_CP028949.1	at_nt_syme_symr	not defined	infernal	2.8e-16	1868722	1868798	76	0	0	0	0
1009004bt	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	-	NZ_CP028949.1	t_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	1868727	1868400	328	1	328	328	5140918
892it	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	-	NZ_CP028949.1	t_nt_syme_symr	not defined	infernal	1.4e-106	1868727	1868405	322	0	0	0	0
433958bt	Serratia_marcescens_strain_AR_0121_chromosome_complete_genome	genome	-	NZ_CP028949.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	1868739	1868395	345	1	91	91	5140918
12000bat	Serratia_marcescens_strain_AR_0122_complete_genome	genome	-	NZ_CP029746.1	at_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	3168879	3168803	77	1	77	77	5140912
699iat	Serratia_marcescens_strain_AR_0122_complete_genome	genome	-	NZ_CP029746.1	at_nt_syme_symr	not defined	infernal	2.8e-16	3168879	3168803	76	0	0	0	0
1015207bt	Serratia_marcescens_strain_AR_0122_complete_genome	genome	+	NZ_CP029746.1	t_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	3168874	3169201	328	1	328	328	5140912
2874it	Serratia_marcescens_strain_AR_0122_complete_genome	genome	+	NZ_CP029746.1	t_pro_syme_symr	not defined	infernal	1.5e-17	3168852	3169085	233	0	0	0	0
509781bt	Serratia_marcescens_strain_AR_0122_complete_genome	genome	+	NZ_CP029746.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	3168862	3169206	345	1	113	117	5140912
893it	Serratia_marcescens_strain_AR_0122_complete_genome	genome	+	NZ_CP029746.1	t_nt_syme_symr	not defined	infernal	1.4e-106	3168874	3169196	322	0	0	0	0
433960bt	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	-	NZ_CP028948.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	968609	968265	345	1	91	91	5140937
11999bat	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	+	NZ_CP028948.1	at_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	968592	968668	77	1	77	77	5140937
700iat	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	+	NZ_CP028948.1	at_nt_syme_symr	not defined	infernal	2.8e-16	968592	968668	76	0	0	0	0
1009002bt	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	-	NZ_CP028948.1	t_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	968597	968270	328	1	328	328	5140937
894it	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	-	NZ_CP028948.1	t_nt_syme_symr	not defined	infernal	1.4e-106	968597	968275	322	0	0	0	0
2875it	Serratia_marcescens_strain_AR_0123_chromosome_complete_genome	genome	-	NZ_CP028948.1	t_pro_syme_symr	not defined	infernal	1.5e-17	968619	968386	233	0	0	0	0
11998bat	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	-	NZ_CP028946.1	at_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	2090233	2090157	77	1	77	77	5180277
1015205bt	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	+	NZ_CP028946.1	t_nt_syme_symr	NaN - rows are merged	blastn	NaN - rows are merged	2090228	2090555	328	1	328	328	5180277
701iat	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	-	NZ_CP028946.1	at_nt_syme_symr	not defined	infernal	2.8e-16	2090233	2090157	76	0	0	0	0
509785bt	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	+	NZ_CP028946.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	2090216	2090560	345	1	113	117	5180277
2876it	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	+	NZ_CP028946.1	t_pro_syme_symr	not defined	infernal	1.5e-17	2090206	2090439	233	0	0	0	0
895it	Serratia_marcescens_strain_AR_0124_chromosome_complete_genome	genome	+	NZ_CP028946.1	t_nt_syme_symr	not defined	infernal	1.4e-106	2090228	2090550	322	0	0	0	0
