>>>>> statistic <<<<<	NameOfTAS:	lpt_rna2	
method	Round/Query	NrOfCompleteTAS	MaxDistanceForCTAS	AtSeq	AtSeqUnique	TntSeq	TntSeqUnique	Tpro(blastp)	Tpro(blastp)Unique	Tpro(tblastn)	Tpro(tblastn)Unique	Tpro(blastp&tblastn)Unique
1. sequence analysis	round1	2	3	2	1	2	1	0	0	0	0	0		
1. sequence analysis	round2	2	3	2	1	2	1	0	0	0	0	0		
1. sequence analysis	round3	2	3	2	1	2	1	0	0	0	0	0		
1. sequence analysis	round4	2	3	2	1	2	1	0	0	0	0	0		
1. sequence analysis	round5	2	3	2	1	2	1	0	0	0	0	0		
2. structure analysis	structure of round5	7	3	---	---	---	---	---	---	---	---	---	
2. structure analysis	at_nt_lpt_rna2_round5_0001	---	---	7	5	---	---	---	---	---	---	---		
2. structure analysis	t_nt_lpt_rna2_round5_0001	---	---	---	---	12	7	---	---	---	---	---		
3. combined analysis	BlastRound5&Infernal	2	3	4	1	4	1	0	0	0	0	0		
4. promoter analysis (exact match)	cTAS seq of combined analysis	2	3		
4. promoter analysis (exact match)	prom_complete	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_start	--	--	4	--	4	--	--	--	0	--	--		

5. cTAS are found in: (query: cTAS seq of combined analysis)	Lactobacillus_paracasei	2	3	4	1	4	1	0	0	0	0	0	
multiple cTAS are found in: (query: cTAS seq of combined analysis)	No multiple cTAS on one Genome	
