11009bat	Clostridioides_difficile_630_complete_genome	genome	+	NZ_CP010905.2	at_nt_cds_rcd	unknown	blastn	0	2892749	2892874	125	0	0	0	4274782
6965bt	Clostridioides_difficile_630_complete_genome	genome	-	NZ_CP010905.2	t_pro_cds_rcd	unknown	tblastn	0	2892958	2892800	158	0	0	0	4274782
1191bt	Clostridioides_difficile_630_complete_genome	genome	-	NZ_CP010905.2	t_nt_cds_rcd	unknown	blastn	0	2893047	2892739	308	0	0	0	4274782
10123bt	Clostridioides_difficile_ATCC_43255_contig00048_2_whole_genome_shotgun_sequence	chromosome	+	NZ_ABKJ02000048.1	t_nt_cds_rcd	unknown	blastn	0	3482	3795	313	0	0	0	4029
11129bt	Clostridioides_difficile_ATCC_43255_contig00048_2_whole_genome_shotgun_sequence	chromosome	+	NZ_ABKJ02000048.1	t_pro_cds_rcd	unknown	tblastn	0	3566	3727	161	0	0	0	4029
270bat	Clostridioides_difficile_ATCC_43255_contig00048_2_whole_genome_shotgun_sequence	chromosome	-	NZ_ABKJ02000048.1	at_nt_cds_rcd	unknown	blastn	0	3785	3653	132	0	0	0	4029
10084bt	Clostridioides_difficile_CIP_107932_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM000659.1	t_nt_cds_rcd	unknown	blastn	0	1645662	1645976	314	0	0	0	4016699
11349bt	Clostridioides_difficile_CIP_107932_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM000659.1	t_pro_cds_rcd	unknown	tblastn	0	1645746	1645907	161	0	0	0	4016699
281bat	Clostridioides_difficile_CIP_107932_chromosome_whole_genome_shotgun_sequence	chromosome	-	NZ_CM000659.1	at_nt_cds_rcd	unknown	blastn	0	1645966	1645833	133	0	0	0	4016699
10023bt	Clostridioides_difficile_QCD_23m63_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM000660.1	t_nt_cds_rcd	unknown	blastn	0	1235768	1236078	310	0	0	0	3914166
11078bt	Clostridioides_difficile_QCD_23m63_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM000660.1	t_pro_cds_rcd	unknown	tblastn	0	1235858	1236022	164	0	0	0	3914166
19bat	Clostridioides_difficile_QCD_23m63_chromosome_whole_genome_shotgun_sequence	chromosome	-	NZ_CM000660.1	at_nt_cds_rcd	unknown	blastn	0	1236068	1235942	126	0	0	0	3914166
10178bt	Clostridioides_difficile_QCD_76w55_contig00059_2_whole_genome_shotgun_sequence	chromosome	+	NZ_ABHE02000059.1	t_nt_cds_rcd	unknown	blastn	0	5058	5376	318	0	0	0	17653
288bat	Clostridioides_difficile_QCD_76w55_contig00059_2_whole_genome_shotgun_sequence	chromosome	-	NZ_ABHE02000059.1	at_nt_cds_rcd	unknown	blastn	0	5366	5233	133	0	0	0	17653
10177bt	Clostridioides_difficile_QCD_76w55_contig00059_2_whole_genome_shotgun_sequence	chromosome	+	NZ_ABHE02000059.1	t_nt_cds_rcd	unknown	blastn	0	7369	7686	317	0	0	0	17653
290bat	Clostridioides_difficile_QCD_76w55_contig00059_2_whole_genome_shotgun_sequence	chromosome	-	NZ_ABHE02000059.1	at_nt_cds_rcd	unknown	blastn	0	7676	7544	132	0	0	0	17653
1446bt	Clostridioides_difficile_strain_08ACD0030_complete_genome	genome	+	NZ_CP010888.1	t_nt_cds_rcd	unknown	blastn	0	1660484	1660798	314	0	0	0	4167076
7289bt	Clostridioides_difficile_strain_08ACD0030_complete_genome	genome	+	NZ_CP010888.1	t_pro_cds_rcd	unknown	tblastn	0	1660568	1660729	161	0	0	0	4167076
106bat	Clostridioides_difficile_strain_08ACD0030_complete_genome	genome	-	NZ_CP010888.1	at_nt_cds_rcd	unknown	blastn	0	1660788	1660655	133	0	0	0	4167076
