1925it	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_nt_ibs_sib	not defined	infernal	2.5e-12	3234719	3234778	59	0	0	0	0
10849bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	3234719	3234778	60	1	48	60	4615997
3492iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_ibs_sib	not defined	infernal	1.2e-32	3234815	3234677	138	0	0	0	0
102952bat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	3234818	3234677	142	1	142	142	4615997
11480bt	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	3235095	3235154	60	1	60	60	4615997
1124it	Shigella_boydii_CDC_3083_94_complete_genome	genome	+	NC_010658.1	t_nt_ibs_sib	not defined	infernal	1.9e-12	3235095	3235154	59	0	0	0	0
1321iat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_ibs_sib	not defined	infernal	8.9e-34	3235191	3235053	138	0	0	0	0
101386bat	Shigella_boydii_CDC_3083_94_complete_genome	genome	-	NC_010658.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	3235194	3235053	142	1	142	142	4615997
4795iat	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	at_nt_ibs_sib	not defined	infernal	1.2e-30	923353	923492	139	0	0	0	0
142500bat	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	923353	923492	140	1	116	116	4519823
4630it	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	t_nt_ibs_sib	not defined	infernal	5.8e-05	923449	923390	59	0	0	0	0
102858bat	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	923688	923820	133	1	133	133	4519823
2129iat	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	at_nt_ibs_sib	not defined	infernal	2e-33	923688	923820	132	0	0	0	0
5656it	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	t_nt_ibs_sib	not defined	infernal	0.0042	923778	923722	56	0	0	0	0
1926it	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	t_nt_ibs_sib	not defined	infernal	2.5e-12	2909411	2909470	59	0	0	0	0
10847bt	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	2909411	2909470	60	1	48	60	4519823
3493iat	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	at_nt_ibs_sib	not defined	infernal	1.2e-32	2909507	2909369	138	0	0	0	0
102950bat	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	2909510	2909369	142	1	142	142	4519823
11479bt	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	2909787	2909846	60	1	60	60	4519823
1125it	Shigella_boydii_Sb227_complete_genome	genome	+	NC_007613.1	t_nt_ibs_sib	not defined	infernal	1.9e-12	2909787	2909846	59	0	0	0	0
1322iat	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	at_nt_ibs_sib	not defined	infernal	8.9e-34	2909883	2909745	138	0	0	0	0
101385bat	Shigella_boydii_Sb227_complete_genome	genome	-	NC_007613.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	2909886	2909745	142	1	142	142	4519823
101384bat	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	+	NZ_CP026810.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	458976	459117	142	1	142	142	4531304
1323iat	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	+	NZ_CP026810.1	at_nt_ibs_sib	not defined	infernal	8.9e-34	458979	459117	138	0	0	0	0
1126it	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	-	NZ_CP026810.1	t_nt_ibs_sib	not defined	infernal	1.9e-12	459075	459016	59	0	0	0	0
10844bt	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	-	NZ_CP026810.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	459075	459016	60	1	60	60	4531304
102948bat	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	+	NZ_CP026810.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	459351	459492	142	1	142	142	4531304
3494iat	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	+	NZ_CP026810.1	at_nt_ibs_sib	not defined	infernal	1.2e-32	459354	459492	138	0	0	0	0
1927it	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	-	NZ_CP026810.1	t_nt_ibs_sib	not defined	infernal	2.5e-12	459450	459391	59	0	0	0	0
10845bt	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	-	NZ_CP026810.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	459450	459391	60	1	60	60	4531304
1928it	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	+	NZ_CP026766.1	t_nt_ibs_sib	not defined	infernal	2.5e-12	1610647	1610706	59	0	0	0	0
10843bt	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	+	NZ_CP026766.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	1610647	1610706	60	1	48	60	4678058
3495iat	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	-	NZ_CP026766.1	at_nt_ibs_sib	not defined	infernal	1.2e-32	1610743	1610605	138	0	0	0	0
102946bat	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	-	NZ_CP026766.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	1610746	1610605	142	1	142	142	4678058
1127it	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	+	NZ_CP026766.1	t_nt_ibs_sib	not defined	infernal	1.9e-12	1611023	1611082	59	0	0	0	0
11477bt	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	+	NZ_CP026766.1	t_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	1611023	1611082	60	1	60	60	4678058
1324iat	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	-	NZ_CP026766.1	at_nt_ibs_sib	not defined	infernal	8.9e-34	1611119	1610981	138	0	0	0	0
101383bat	Shigella_boydii_strain_59_248_chromosome_complete_genome	genome	-	NZ_CP026766.1	at_nt_ibs_sib	NaN - rows are merged	blastn	NaN - rows are merged	1611122	1610981	142	1	142	142	4678058
