534bat	Escherichia_coli_E2865_DNA_complete_genome	genome	-	NZ_AP018808.1	at_nt_ralr_rala	unknown	blastn	0	2524793	2524615	178	0	0	0	5678205
784bat	Escherichia_coli_strain_155_complete_genome	genome	-	NZ_CP018237.1	at_nt_ralr_rala	unknown	blastn	0	2492392	2492214	178	0	0	0	5513008
730bat	Escherichia_coli_strain_06_00048_chromosome_complete_genome	genome	+	NZ_CP015229.1	at_nt_ralr_rala	unknown	blastn	0	1663280	1663458	178	0	0	0	5498453
731bat	Escherichia_coli_M8_chromosome_complete_genome	genome	-	NZ_CP019953.1	at_nt_ralr_rala	unknown	blastn	0	2169959	2169781	178	0	0	0	5108794
725bat	Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18_complete_genome	genome	-	NC_003198.1	at_nt_ralr_rala	unknown	blastn	0	1932124	1931946	178	0	0	0	4809037
29bat	Escherichia_coli_strain_2013C_3304_chromosome	chromosome	-	NZ_CP027593.1	at_nt_ralr_rala	unknown	blastn	0	3199344	3199166	178	0	0	0	5310050
739bat	Shigella_boydii_strain_54_1621_chromosome_complete_genome	genome	+	NZ_CP026810.1	at_nt_ralr_rala	unknown	blastn	0	1722536	1722714	178	0	0	0	4531304
759bat	Shigella_boydii_strain_ATCC_49812_chromosome_complete_genome	genome	-	NZ_CP026836.1	at_nt_ralr_rala	unknown	blastn	0	2018037	2017859	178	0	0	0	5106737
755bat	Shigella_dysenteriae_strain_E670_74_chromosome_complete_genome	genome	+	NZ_CP027027.1	at_nt_ralr_rala	unknown	blastn	0	2339182	2339360	178	0	0	0	5036586
757bat	Shigella_dysenteriae_strain_ATCC_12039_chromosome_complete_genome	genome	-	NZ_CP026831.1	at_nt_ralr_rala	unknown	blastn	0	2945208	2945030	178	0	0	0	4880735
26bat	Shigella_boydii_strain_NCTC_9734_chromosome	chromosome	-	NZ_CP026875.1	at_nt_ralr_rala	unknown	blastn	0	4346052	4345874	178	0	0	0	5164076
754bat	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	+	NZ_CP030783.2	at_nt_ralr_rala	unknown	blastn	0	1577624	1577802	178	0	0	0	4809821
681bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ralr_rala	unknown	blastn	0	2383658	2383480	178	0	0	0	4570938
695bat	Escherichia_coli_strain_CV839_15_chromosome_complete_genome	genome	-	NZ_CP024978.1	at_nt_ralr_rala	unknown	blastn	0	35766	35587	179	0	0	0	4917635
698bat	Escherichia_coli_strain_C8_complete_genome	genome	+	NZ_CP010125.1	at_nt_ralr_rala	unknown	blastn	0	1945079	1945257	178	0	0	0	4901865
697bat	Escherichia_coli_strain_C_chromosome_complete_genome	genome	-	NZ_CP029371.1	at_nt_ralr_rala	unknown	blastn	0	701485	701307	178	0	0	0	4614212
704bat	Escherichia_coli_APEC_O1_complete_genome	genome	+	NC_008563.1	at_nt_ralr_rala	unknown	blastn	0	1468627	1468805	178	0	0	0	5082025
700bat	Escherichia_coli_strain_13E0767_chromosome_complete_genome	genome	-	NZ_CP020107.1	at_nt_ralr_rala	unknown	blastn	0	2796824	2796646	178	0	0	0	4942246
17bat	Escherichia_coli_strain_CHL5009T_chromosome	chromosome	-	NZ_CP032936.1	at_nt_ralr_rala	unknown	blastn	0	4104487	4104309	178	0	0	0	4864948
720bat	Escherichia_coli_O169_H41_strain_2014EL_1345_2_chromosome_complete_genome	genome	+	NZ_CP024223.1	at_nt_ralr_rala	unknown	blastn	0	4588086	4588264	178	0	0	0	4943397
19bat	Escherichia_coli_strain_BR29_DEC_chromosome	chromosome	+	NZ_CP035339.1	at_nt_ralr_rala	unknown	blastn	0	1581536	1581714	178	0	0	0	4807613
