368iat	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	+	NZ_CP030783.2	at_nt_ralr_rala	unknown	infernal	0	1577624	1577802	178	0	0	0	0
10021bat	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	+	NZ_CP030783.2	at_nt_ralr_rala	unknown	blastn	0	1577625	1577802	177	0	0	0	4809821
15214bt	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_nt_ralr_rala	unknown	blastn	0	1577984	1577801	183	0	0	0	4809821
347it	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_nt_ralr_rala	unknown	infernal	0	1577995	1577801	194	0	0	0	0
11096bt	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_pro_ralr_rala	unknown	tblastn	0	1577992	1577804	188	0	0	0	4809821
347it	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_pro_ralr_rala	unknown	infernal	0	1577998	1577804	194	0	0	0	0
10796bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_pro_ralr_rala	unknown	tblastn	0	2383284	2383478	194	0	0	0	4570938
30it	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_pro_ralr_rala	unknown	infernal	0	2383284	2383478	194	0	0	0	0
31it	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_nt_ralr_rala	unknown	infernal	0	2383287	2383481	194	0	0	0	0
14092bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_nt_ralr_rala	unknown	blastn	0	2383287	2383481	194	0	0	0	4570938
33iat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ralr_rala	unknown	infernal	0	2383658	2383480	178	0	0	0	0
23743bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ralr_rala	unknown	blastn	0	2383658	2383480	178	0	0	0	4570938
302iat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ralr_rala	unknown	infernal	0	1535251	1535429	178	0	0	0	0
10320bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ralr_rala	unknown	blastn	0	1535251	1535429	178	0	0	0	5241977
269it	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ralr_rala	unknown	infernal	0	1535622	1535428	194	0	0	0	0
14848bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ralr_rala	unknown	blastn	0	1535622	1535428	194	0	0	0	5241977
310it	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ralr_rala	unknown	infernal	0	1535625	1535431	194	0	0	0	0
11069bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ralr_rala	unknown	tblastn	0	1535625	1535431	194	0	0	0	5241977
239iat	Escherichia_coli_APEC_O1_complete_genome	genome	+	NC_008563.1	at_nt_ralr_rala	unknown	infernal	0	1468627	1468805	178	0	0	0	0
10187bat	Escherichia_coli_APEC_O1_complete_genome	genome	+	NC_008563.1	at_nt_ralr_rala	unknown	blastn	0	1468627	1468805	178	0	0	0	5082025
14812bt	Escherichia_coli_APEC_O1_complete_genome	genome	-	NC_008563.1	t_nt_ralr_rala	unknown	blastn	0	1468998	1468804	194	0	0	0	5082025
28it	Escherichia_coli_APEC_O1_complete_genome	genome	-	NC_008563.1	t_nt_ralr_rala	unknown	infernal	0	1468998	1468804	194	0	0	0	0
27it	Escherichia_coli_APEC_O1_complete_genome	genome	-	NC_008563.1	t_pro_ralr_rala	unknown	infernal	0	1469001	1468807	194	0	0	0	0
12003bt	Escherichia_coli_APEC_O1_complete_genome	genome	-	NC_008563.1	t_pro_ralr_rala	unknown	tblastn	0	1469001	1468807	194	0	0	0	5082025
10167bat	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	+	NZ_CP006834.2	at_nt_ralr_rala	unknown	blastn	0	2490240	2490418	178	0	0	0	5114241
31iat	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	+	NZ_CP006834.2	at_nt_ralr_rala	unknown	infernal	0	2490240	2490418	178	0	0	0	0
29it	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	-	NZ_CP006834.2	t_nt_ralr_rala	unknown	infernal	0	2490611	2490417	194	0	0	0	0
14811bt	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	-	NZ_CP006834.2	t_nt_ralr_rala	unknown	blastn	0	2490611	2490417	194	0	0	0	5114241
12010bt	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	-	NZ_CP006834.2	t_pro_ralr_rala	unknown	tblastn	0	2490614	2490420	194	0	0	0	5114241
28it	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	-	NZ_CP006834.2	t_pro_ralr_rala	unknown	infernal	0	2490614	2490420	194	0	0	0	0
32iat	Escherichia_coli_BL21(DE3)_complete_genome	genome	+	NC_012971.2	at_nt_ralr_rala	unknown	infernal	0	1398724	1398902	178	0	0	0	0
10166bat	Escherichia_coli_BL21(DE3)_complete_genome	genome	+	NC_012971.2	at_nt_ralr_rala	unknown	blastn	0	1398724	1398902	178	0	0	0	4558953
