122344bt	Enterobacteriaceae_bacterium_strain_FGI_57_complete_genome	genome	-	NC_020063.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	1964776	1964672	105	1	35	35	4762179
18096bat	Enterobacteriaceae_bacterium_strain_FGI_57_complete_genome	genome	+	NC_020063.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	1964827	1964891	65	5	65	65	4762179
122343bt	Enterobacteriaceae_bacterium_strain_FGI_57_complete_genome	genome	-	NC_020063.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	1965865	1965761	105	1	35	35	4762179
18095bat	Enterobacteriaceae_bacterium_strain_FGI_57_complete_genome	genome	+	NC_020063.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	1965917	1965980	64	6	65	65	4762179
239223bt	Escherichia_albertii_DNA_complete_genome_strain_CB9786	genome	-	NZ_AP014856.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3641202	3641110	93	1	93	93	4598983
122336bt	Escherichia_albertii_DNA_complete_genome_strain_CB9786	genome	-	NZ_AP014856.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3641202	3641098	105	1	35	35	4598983
18475bat	Escherichia_albertii_DNA_complete_genome_strain_CB9786	genome	+	NZ_AP014856.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3641258	3641320	63	6	66	66	4598983
125869bt	Escherichia_albertii_DNA_complete_genome_strain_NIAH_Bird_3	genome	-	NZ_AP014855.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3576082	3575978	105	1	35	35	4560575
239215bt	Escherichia_albertii_DNA_complete_genome_strain_NIAH_Bird_3	genome	-	NZ_AP014855.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3576082	3575990	93	1	93	93	4560575
18474bat	Escherichia_albertii_DNA_complete_genome_strain_NIAH_Bird_3	genome	+	NZ_AP014855.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3576136	3576198	63	6	66	66	4560575
52359bat	Escherichia_albertii_KF1_complete_genome	genome	-	NZ_CP007025.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	2568297	2568231	67	10	68	68	4701875
238796bt	Escherichia_albertii_KF1_complete_genome	genome	+	NZ_CP007025.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	2568348	2568440	93	1	93	93	4701875
106755bt	Escherichia_albertii_KF1_complete_genome	genome	+	NZ_CP007025.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	2568348	2568452	105	1	35	35	4701875
50856bat	Escherichia_albertii_strain_06_3542_chromosome_complete_genome	genome	-	NZ_CP034162.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3784889	3784826	64	6	68	68	4709095
238800bt	Escherichia_albertii_strain_06_3542_chromosome_complete_genome	genome	+	NZ_CP034162.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3784943	3785035	93	1	93	93	4709095
106754bt	Escherichia_albertii_strain_06_3542_chromosome_complete_genome	genome	+	NZ_CP034162.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3784943	3785047	105	1	35	35	4709095
238733bt	Escherichia_albertii_strain_07_3866_chromosome_complete_genome	genome	-	NZ_CP030781.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3656770	3656678	93	1	93	93	4940006
108393bt	Escherichia_albertii_strain_07_3866_chromosome_complete_genome	genome	-	NZ_CP030781.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3656770	3656666	105	1	35	35	4940006
34623bat	Escherichia_albertii_strain_07_3866_chromosome_complete_genome	genome	+	NZ_CP030781.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3656824	3656884	61	4	65	65	4940006
106751bt	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3935995	3935891	105	1	35	35	4809821
238732bt	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	-	NZ_CP030783.2	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3935995	3935903	93	1	93	93	4809821
10008bat	Escherichia_albertii_strain_2012EL_1823B_chromosome_complete_genome	genome	+	NZ_CP030783.2	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3936049	3936112	64	2	62	62	4809821
239224bt	Escherichia_albertii_strain_2013C_4143_chromosome_complete_genome	genome	-	NZ_CP030787.2	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4395481	4395389	93	1	93	93	4659709
108394bt	Escherichia_albertii_strain_2013C_4143_chromosome_complete_genome	genome	-	NZ_CP030787.2	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	4395481	4395377	105	1	35	35	4659709
2655bat	Escherichia_albertii_strain_2013C_4143_chromosome_complete_genome	genome	+	NZ_CP030787.2	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4395530	4395597	68	1	68	68	4659709
239216bt	Escherichia_albertii_strain_2014C_4015_chromosome_complete_genome	genome	-	NZ_CP034166.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	2290690	2290598	93	1	93	93	4623903
107315bt	Escherichia_albertii_strain_2014C_4015_chromosome_complete_genome	genome	-	NZ_CP034166.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	2290690	2290586	105	1	35	35	4623903
18472bat	Escherichia_albertii_strain_2014C_4015_chromosome_complete_genome	genome	+	NZ_CP034166.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	2290744	2290806	63	6	66	66	4623903
69465bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	210577	210513	65	5	64	64	4570938
244554bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	210631	210738	108	1	108	108	4570938
101138bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	210631	210735	105	1	35	35	4570938
69463bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	211060	210996	65	1	64	64	4570938
244555bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	211114	211221	108	1	108	108	4570938
101137bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	211114	211218	105	1	35	35	4570938
69464bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	211548	211479	70	5	64	64	4570938
244556bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	211597	211704	108	1	108	108	4570938
101139bt	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	+	NC_012947.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	211597	211701	105	1	35	35	4570938
109609bt	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	-	NC_011601.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3946216	3946112	105	1	35	35	4965553
102087bt	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	-	NC_011601.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3946216	3946109	108	1	108	108	4965553
10236bat	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	+	NC_011601.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3946265	3946334	70	1	66	66	4965553
109610bt	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	-	NC_011601.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	3946699	3946595	105	1	35	35	4965553
102088bt	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	-	NC_011601.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3946699	3946592	108	1	108	108	4965553
10235bat	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	+	NC_011601.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	3946748	3946817	70	1	66	66	4965553
101260bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	4079167	4079063	105	1	35	35	5241977
102140bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4079167	4079060	108	1	108	108	5241977
34612bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4079221	4079285	65	1	61	61	5241977
109973bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	4079650	4079546	105	1	35	35	5241977
102141bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4079650	4079543	108	1	108	108	5241977
15983bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4079699	4079766	68	1	68	68	5241977
102143bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4080133	4080026	108	1	108	108	5241977
109975bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	4080133	4080029	105	1	35	35	5241977
10598bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4080182	4080251	70	1	66	66	5241977
109972bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_pro_ldr_rdl	NaN - rows are merged	tblastn	NaN - rows are merged	4080616	4080512	105	1	35	35	5241977
102142bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4080616	4080509	108	1	108	108	5241977
14745bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4080665	4080734	70	1	68	68	5241977
102144bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_ldr_rdl	NaN - rows are merged	blastn	NaN - rows are merged	4081099	4080992	108	1	108	108	5241977
