>>>>> extend statistic <<<<<	NameOfTAS:	txpa_rata_bac_sr	
method	Round/Query	NrOfCompleteTAS	MaxDistanceForCTAS	AtSeq	AtSeqUnique	TntSeq	TntSeqUnique	Tpro(blastp)	Tpro(blastp)Unique	Tpro(tblastn)	Tpro(tblastn)Unique	Tpro(blastp&tblastn)Unique
1. sequence analysis	round1	2	0	2	2	3	3	0	0	0	0	0		
1. sequence analysis	round2	2	0	3	3	3	3	0	0	0	0	0		
1. sequence analysis	round3	2	0	4	4	3	3	0	0	0	0	0		
1. sequence analysis	round4	2	0	8	8	3	3	0	0	0	0	0		
1. sequence analysis	round5	2	0	13	13	3	3	0	0	0	0	0		
2. structure analysis	extend structure of round5	39	0	---	---	---	---	---	---	---	---	---	
2. structure analysis	at_nt_txpa_rata_bac_sr_round3_extend_0001	---	---	292	61	---	---	---	---	---	---	---		
2. structure analysis	t_nt_txpa_rata_bac_sr_round3_extend_0001	---	---	---	---	39	3	---	---	---	---	---		
2. structure analysis	t_pro_txpa_rata_bac_sr_round3_extend_0001	---	---	---	---	---	---	---	---	39	3	---		
3. combined analysis	ExtendBlastRound5&Infernal	3	0	5	2	6	3	0	0	6	3	0		
4. promoter analysis (exact match)	cTAS seq of combined analysis	3	0		
4. promoter analysis (exact match)	prom_complete	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_sd_start	--	--	5	--	6	--	--	--	6	--	--		
4. promoter analysis (exact match)	prom_tata_start	--	--	3	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_start	--	--	0	--	0	--	--	--	0	--	--		

5. cTAS are found in: (query: cTAS seq of combined analysis)	Bacillus_sp	3	0	5	2	6	3	0	0	6	3	0	
multiple cTAS are found in: (query: cTAS seq of combined analysis)	No multiple cTAS on one Genome	
